category;english;Malay;Estonian;Finnish;Hungarian;Armenian;Bengali;Nepali;Japanese;Korean;Turkish;Yoruba;Basque;Swahili;Chinese
film-television;actor;pelakon;näitleja;näyttelijä;színész;դերասան;অভিনেতা;अभिनेता;俳優;배우;aktör;olukopa;aktore;mwigizaji;演员
film-television;actress;pelakon;näitleja;näyttelijä;színésznő;դերասանուհի;অভিনেত্রী;अभिनेत्री;女優;여배우;aktris;oṣere;aktorea;mwigizaji;演员
film-television;costume designer;pereka kostum;kostüümi disainer;pukusuunnittelija;jelmeztervező;զգեստների դիզայներ;পোশাক ডিজাইনার;पोशाक डिजाइनर;衣装デザイナー;의상 디자이너;kostüm tasarımcısı;onise apẹrẹ aṣọ;jantzi diseinatzailea;mtengenezaji wa nguo;服装设计师
film-television;lighting technician;juruteknik pencahayaan;valgustustehnik;valoteknikko;világítástechnikus;լուսավորման տեխնիկ;আলো প্রযুক্তিবিদ;प्रकाश तकनीशियन;照明技術者;조명 기술자;aydınlatma teknisyeni;olutọ-tàn imọlẹ;argiztapen teknikaria;teknolojia ya taa;照明技术员
film-television;make-up artist;artis solekan;meigikunstnik;meikkitaiteilija;sminkes;դիմահարդարման նկարիչ;মেক আপ শিল্পী;श्रिङ्गारकर्ता;メイクアップアーティスト;메이크업 아티스트;makyaj sanatçısı;ṣe olorin-ṣiṣe;makillajea artista;msanii wa kujifanya;彩妆大师
film-television;news presenter;penyampai berita;uudistejuht;uutiset;hírek előadója;նորությունների հաղորդավար;সংবাদ উপস্থাপক;समाचार प्रस्तुतकर्ता;ニュース発表者;뉴스 발표자;haber spikeri;olukọni iroyin;albiste aurkezlea;mtangazaji wa habari;新闻主持人
film-television;reporter;wartawan;reporter;reportteri;riporter;լրագրող;সংবাদদাতা;रिपोर्टर;レポーター;보고자;muhabir;onirohin;erreportaria;mwandishi;记者
film-television;newscaster;newscaster;uudiskiri;uutistenlukija;hírközlő;newscaster- ը;বেতারে সংবাদপ্রচারক;newscaster;ニュースキャスター;뉴스 해설자;haber spikeri;newscaster;newscaster;habari;新闻主播
film-television;anchorman;jangkar;ankurjuht;uutisankkuri;műsorvezető;անխնաման;anchorman;anchorman;アンコモン;앵커맨;spiker;anchorman;anchorman;anchorman;主持人
film-television;anchorwoman;anchorwoman;anchorwoman;uutisankkurin;műsorvezetője;անչափահաս;anchorwoman;anchorwoman;アンコール;앵커먼;spikeri;oran ara;beruna;anchorwoman;主播
film-television;video editor;editor video;video toimetaja;videon editori;videó szerkesztő;վիդեո խմբագիր;ভিডিও এডিটর;भिडियो सम्पादक;動画編集者;동영상 편집기;video editörü;olootu fidio;bideo editorea;mhariri wa video;视频编辑
film-television;voice actor;pelakon suara;hääletoimetaja;ääninäyttelijä;szinkronszínész;ձայնային դերասան;কন্ঠ শিল্পি;आवाज अभिनेता;声優;성우;sesli oyuncu;oluṣakoso ohun;ahots-aktorea;muigizaji wa sauti;配音演员
film-television;voice actress;pelakon suara;hääl näitleja;ääni-näyttelijä;hangos színésznő;ձայնային դերասանուհի;ভয়েস অভিনেত্রী;आवाज अभिनेत्री;声優;성우;sesli oyuncu;oṣere olorin;ahots aktorea;mwigizaji wa sauti;配音演员
film-television;weatherman;pemain cuaca;ilmastikuolud;meteorologi;meteorológus;վետերան;weatherman;मौसममा;天気予報;기상대 직원;meteoroloji uzmanı;oju ojo;eguraldi;hali ya hewa;天气预报
film-television;weatherwoman;cuaca cuaca;ilmastikukindel;weatherwoman;weatherwoman;եղանակը;weatherwoman;मौसममा;天気予報;일기병;weatherwoman;ojo oju ojo;weatherwoman;hali ya hewa;weatherwoman
healthcare;anesthesiologist;ahli anestesiologi;anesteesia;nukutuslääkäri;altató orvos;անեսթեզիոլոգ;অ্যানেসথিসিয়াবিদ;एनेस्नेविओलोजिस्ट;麻酔医;마취 전문의;anestezist;anesthesiologist;anesthesiologist;anesthesiologist;麻醉师
healthcare;anesthesiology fellow;rakan sekerja anestesiologi;anesteesia õppur;anestesiologi;aneszteziológus;անեսթեզիոլոգիա;এনিথেসিওলজি সহকর্মী;एनेस्केनेलोजी साथी;麻酔科フェロー;마취 전문의;anesteziyoloji uzmanı;anesthesiology elegbe;anestesiologiako ikaskidea;anesthesiolojia wenzake;麻醉学家
healthcare;certified registered nurse anesthetist;pakar bius berdaftar yang disahkan;sertifitseeritud registreeritud õde anesteetiist;sertifioitu rekisteröity sairaanhoitajan anestesia;tanúsított nővérészérzékelő;հավաստագրված բուժքույր անեսթեզիոլոգ;প্রত্যয়িত নিবন্ধিত নার্স অবেদন;प्रमाणित दर्ता नर्स एनेटिस्टिस्ट;認定看護師麻酔科医;공인 간호사 마취 전문의;sertifikalı hemşire anestezi uzmanı;oniṣiṣedisi alaọsilẹ ti a farawe ti a forukọsilẹ;ziurtagiria erregistratutako erizain anestesistaria;kuthibitishwa muuguzi anayesajiliwa anesthetist;注册护士麻醉师
healthcare;registered respiratory therapist;terapi pernafasan berdaftar;registreeritud respiratoorne terapeut;rekisteröidyn hengitys terapeutti;regisztrált légzőkészítő;գրանցված շնչառական թերապեւտ;নিবন্ধিত শ্বাসযন্ত্রের থেরাপিস্ট;दर्ता गरिएको श्वसन चिकित्सक;登録呼吸療法士;등록 된 호흡 치료사;kayıtlı solunum terapisti;atilẹgun apanilara ti atẹgun ti a fi silẹ;erregistratutako arnas terapeuta;mtaalamu wa kupumua;注册呼吸治疗师
healthcare;anesthesiologist assistant;pembantu anestesiologi;anesteesia-assistent;anestesiologin avustaja;aneszteziológus asszisztens;անեսթեզիոլոգի օգնական;অ্যানেশথিজিওলজিস্ট সহকারী;एनेस्नेविओलोजिस्ट सहायक;麻酔科医の助手;마취 보조원;anestezi uzmanı yardımcısı;anesthesiologist iranlọwọ;anestesiologo laguntzailea;msaidizi wa anesthesiologist;麻醉师助理
healthcare;cardiologist;ahli kardiologi;kardioloog;kardiologi;kardiológus;սրտաբան;হৃদরোগ বিশেষজ্ঞ;हृदयविज्ञानी;心臓病学者;심장 전문의;kardiyolog;opolo;kardiologoarekin;mwanasaikolojia;心脏病
healthcare;cardiology fellow;rakan kardiologi;kardioloogiaosakond;kardiologi;kardiológus;սրտաբանության մասնագետ;কার্ডিওলজি সহকর্মী;कार्डियोलजी साथी;心臓フェロー;심장학 펠로우;kardiyoloji uzmanı;akẹkọ ọkan;kardiologia ikaskide;cardiology wenzake;心脏病学家
healthcare;intensivist;intensivis;intensiivistlik;elvyttäjän;intensivist;ինտենսիվիստ;intensivist;तीव्रता;強情主義者;집중 주의자;ybü;intensivist;intensivist;intensivist;重症
healthcare;neonatologist;ahli neonatologi;neonatoloog;neonatalogin;neonatológus;նեոնատոլոգ;neonatologist;नवजातविज्ञानी;新生児学者;신생아 학자;neonatalog;neonatologist;neonatologoa;neonatologist;新生儿
healthcare;critical care nurse practitioner;pengamal jururawat penjagaan kritikal;kriitilise meditsiiniõe praktik;kriittinen hoito sairaanhoitaja;kritikus gondozó nővér szakember;կրծքային խնամքի բուժքույրի պրակտիկանտ;সমালোচনামূলক যত্ন নার্স অনুশীলনকারী;चिनियाँ हेरविचार;看護師の看護師;중환자 실 간호사;kritik hemşire pratisyeni;oniṣe itọju ti n ṣe itọju;erizaintzako arreta kritikoa;mwalimu wa huduma muhimu;重症监护护士从业人员
healthcare;critical care registered nurse;penjagaan kritikal berdaftar jururawat;kriitilise ravi registreeritud õde;kriittinen hoito rekisteröity sairaanhoitaja;kritikus gondozású regisztrált nővér;քննադատական ​​բուժքույրը;গুরুতর যত্ন নিবন্ধিত নার্স;चिनियाँ हेरविचार सम्बन्धी नर्स;救急看護師;중환자 실 간호사;kritik bakım hemşiresi;nọsosi ti o ni idaniloju abojuto;arreta kritikoa erregistratutako erizaina;huduma muhimu ya muuguzi aliyesajiliwa;危重病护理注册护士
healthcare;critical care respiratory therapist;terapi pernafasan penjagaan kritikal;kriitiline hingamisteede ravi osutaja;kriittinen hoito hengitys terapeutti;kritikus ellátás légző terapeuta;կարեւոր խնամքի շնչառական թերապեւտ;জটিল যত্ন শ্বাসযন্ত্রের থেরাপিস্ট;चिन्तात्मक उपचार सावधानी चिकित्सक;クリティカルケア呼吸療法士;중환자 치료 호흡 치료사;kritik bakım solunum terapisti;itọju pataki ti itọju apọju ti atẹgun;arreta kritikoa arnas terapeuta;mtaalamu muhimu wa upumuaji wa kupumua;重症监护呼吸治疗师
healthcare;dermatologist;pakar dermatologi;dermatoloog;ihotautilääkäri;bőrgyógyász;մաշկաբան;ত্বক্-বিশেষজ্ঞ;दंत चिकित्सक;皮膚科医;피부과 전문의;dermatolog;oṣuwọn;dermatologoa;dermatologist;皮肤科医生
healthcare;emergency physician;doktor kecemasan;erakorraline arst;hätätilanteessa;sürgősségi orvos;արտակարգ բժիշկ;জরুরী চিকিত্সক;आपतकालीन चिकित्सक;救急医;응급 의사;acil doktor;pajawiri pajawiri;larrialdi medikua;daktari wa dharura;急诊医师
healthcare;emergency nurse practitioner;pengamal kecemasan kecemasan;hädaabivahendaja;hätäsairaanhoitaja;vészhelyzeti nővér szakember;շտապ բուժքույրի պրակտիկանտ;জরুরী নার্স অনুশীলনকারী;आपातकालीन नर्स चिकित्सक;緊急看護師;응급 간호사;acil hemşire uygulayıcısı;nosi aṣoju pajawiri;larrialdietarako erizaina;daktari wa dharura;急诊护士从业人员
healthcare;emergency physician assistant;pembantu perubatan kecemasan;erakorraline arst abiline;hätälääkärin avustaja;sürgősségi orvosasszisztens;արտակարգ բժիշկ օգնական;জরুরী চিকিত্সক সহকারী;आपतकालीन चिकित्सक सहायक;緊急医師補佐官;응급 의사 조수;acil doktor asistanı;iranlọwọ alagbatọ pajawiri;larrialdi mediku laguntzailea;msaidizi wa daktari wa dharura;急诊医师助理
healthcare;flight nurse;jururawat penerbangan;lennuõde;lennonhoitaja;járóbeteg nővér;թռիչքային բուժքույր;ফ্লাইট নার্স;उडान नर्स;飛行看護師;비행 간호사;uçuş hemşiresisi;nọsọ lilọ;hegaldi erizaina;muuguzi wa ndege;飞行护士
healthcare;certified emergency registered nurse;jururawat berdaftar kecemasan yang diperakui;sertifitseeritud hädaolukorras registreeritud õde;sertifioitu hätätilanteessa;tanúsított sürgősségi segédtiszt;վավերացված վթարային բուժքույրը;প্রত্যয়িত জরুরী নিবন্ধিত নার্স;प्रमाणित आपातकालीन दर्ता गरिएको नर्स;認定緊急登録看護師;공인 간호사;acil hemşire sertifikalı;ti fọwọsi nọọsi ti a kọ silẹ pajawiri;ziurtatutako larrialdiko erregistratutako erizaina;kuthibitishwa mwuguzi wa dharura wa dharura;认证的紧急注册护士
healthcare;certified emergency registered respiratory therapist;ahli terapi pernafasan berdaftar kecemasan yang diperakui;sertifitseeritud erakorraline registreeritud hingamisteede raviarst;sertifioitu hengityssuojain rekisteröity hengityslaitos;minősített sürgősségi regisztrált légzőkészítő;հավաստագրված արտակարգ իրավիճակների գրանցված շնչառական թերապեւտ;প্রত্যয়িত জরুরী নিবন্ধিত শ্বাসযন্ত্রের থেরাপিস্ট;प्रमाणित आपातकालीन दर्ता श्वसन चिकित्सक;認定緊急登録呼吸療法士;공인 응급 치료사;acil durum kaydı yapılmış solunum terapisti sertifikalı;ti itọju apọju itọju ti atẹgun ti a ti lorukọ;larrialdiko erregistratutako arnas terapeuta ziurtagiria;kuthibitishwa dharura mtaalamu wa kupumua;认证的紧急注册呼吸治疗师
healthcare;emergency medical technician;juruteknik perubatan kecemasan;erakorraline meditsiinitehnik;hätätilanteessa;sürgősségi orvosi technikus;շտապ բժշկական տեխնիկ;জরুরী চিকিৎসা প্রযুক্তিবিদ;आपातकालीन चिकित्सा टेक्नीसियन;救急医療技術者;응급 의료 기술자;acil tıp teknisyeni;paṣan ti egbogi pajawiri;larrialdi mediku teknikaria;teknolojia ya dharura;紧急医疗技术员
healthcare;endocrinologist;endokrinologi;endokrinoloog;endokrinologian;endokrinológus;էնդոկրինոլոգ;অন্তঃস্রাবী;endocrinologist;内分泌学者;내분비 학자;endokrinolog;endocrinologist;endocrinologist;endocrinologist;内分泌科医生
healthcare;geriatrician;geriatrik;geniaatrias;geriatri;gerontológus;վերամշակիչ;বার্ধক্যজনিত রোগ বিশারদকে;जेरिराट्रियन;老人;노인병 학자;yaşlılık hastalıkları uzmanı;geriatrician;geriatra;geriatrician;老年病学
healthcare;gerontological nurse practitioner;pengamal jururometri gerontologi;gerontoloogiline meditsiiniõde praktik;gerontologinen sairaanhoitaja;gerontológiai nővér szakember;հերետոլոգիական բուժքույր պրակտիկանտ;gerontological নার্স অনুশীলনকারী;गेरोनोलोजिकल नर्स चिकित्सक;老人看護師;노인 간호사 종사자;gerontolojik hemşire uygulayıcısı;oniṣisẹ nọọsi ile-iṣẹ giga;erizain jenero gerontologikoa;mtaalamu wa daktari wa magonjwa;老年护士从业者
healthcare;gastroenterologist;ahli gastroenterologi;gastroenteroloog;gastroenterologist;gasztroenterológus;գաստրոէնտերոլոգ;অন্ত্রবিদ;जीस्ट्रोटरटेस्टोलोजिस्ट;胃腸科医;위장병 학자;gastroenterolog;gastroenterologist;gastroenterologist;gastroenterologist;肠胃病
healthcare;haematologist;hematologi;hematoloog;hematologin;hematológus;հեմաթոլոգ;haematologist;haematologist;血液学者;혈액 학자;haematologist;haematologist;haematologist;haematologist;血液学学者
healthcare;medical laboratory technician;juruteknik makmal perubatan;meditsiiniline laboritehnik;lääketieteellinen laboratorioteknikko;orvosi laboratóriumi technikus;բժշկական լաբորատոր տեխնիկ;ঔষধ ল্যাবরেটরি প্রযুক্তিবিদ;चिकित्सा प्रयोगशाला टेक्नीशियन;医療検査技術者;의료 실험실 기술자;tıbbi laboratuar teknisyeni;oniṣowo ẹrọ imọran iṣoogun imọran;mediku laborategiko teknikaria;teknolojia ya maabara ya matibabu;医学实验室技术员
healthcare;phlebotomist;phlebotomist;flebotoomist;phlebotomist;phlebotomist;ֆլեբոտոմիստ;রক্তমোক্ষণবিত্ চিকিত্সক;phlebotomist;水利学者;phlebotomist;flebotomist;oṣoogun;phlebotomist;plebotomist;抽血者
healthcare;nephrologist;nefrologist;nefroloog;nephrologist;nephrológus;նեֆրոլոգը;কিডনি রোগ বিশেষজ্ঞ;नेफ्रोलोजिस्ट;腎臓科医;신장 학자;nefrolog;nephrologist;nephrologist;nephrologist;肾病专家
healthcare;dialysis technician;juruteknik dialisis;dialüüsi tehnik;dialyysiteknikko;dialízis technikus;դիալիզի տեխնիկ;ডায়ালাইসিস প্রযুক্তিবিদ;डायलिसिस टेक्नोलियन;透析技術者;투석 기술자;diyaliz teknisyeni;olutọ-ọrọ oníṣe-iwe;dialisi teknikaria;fundi wa dialysia;透析技术员
healthcare;neurologist;ahli neurologi;neuroloog;neurologi;neurológus;նյարդաբան;স্নায়ু চিকিত্সক;न्यूरोलोजिस्ट;神経科医;신경 학자;nörolog;neurologist;neurologo;daktari wa neva;神经学家
healthcare;speech language pathologist;ahli patologi bahasa pertuturan;kõne keele patoloog;puheen kielen patologi;beszédnyelvi patológus;խոսքի լեզուն պաթոլոգ;বক্তৃতা ভাষা রোগবিদ্যাবিৎ;भाषण भाषा रोगविज्ञानी;音声言語病理学者;언어 병리학 자;konuşma dili patologu;ede ti o jẹ alafọde;hizketa hizkuntza patologoa;lugha ya hotuba ya daktari;语言病理学家
healthcare;audiologist;audiologi;audiologist;kuulontutkijani;audiológussal;աուդիոիստ;অডিওলজিস্ট;अडियोविज्ञानी;聴覚医;청력 학자;audiologist;oluwadi ohun afọwọkọ;audiologist;mtaalam wa wataalamu;听力学家
healthcare;oncologist;ahli onkologi;onkoloog;onkologi;onkológus;օնկոլոգ;ক্যান্সার বিশেষজ্ঞ;ओन्कोलोजिस्ट;腫瘍医;종양 전문의;onkolog;oncologist;oncologist;oncologist;肿瘤科医生
healthcare;radiation therapist;ahli terapi sinaran;kiirgusterapeut;säteilyterapeutti;sugárterapeuta;ճառագայթային թերապեւտ;বিকিরণ থেরাপিস্ট;विकिरण चिकित्सक;放射線療法士;방사선 치료사;radyasyon terapisti;olutọju-igun-ara-arara;erradiazio terapeuta;mtaalamu wa mionzi;放射治疗师
healthcare;ophthamologist;pakar mata;oftalmoloog;silmälääkäri;szemész;ակնաբույժ;চক্ষুরোগের চিকিত্সক;शल्य चिकित्सा विज्ञान;眼科医;안과 의사;göz doktoru;ophthalmologist;oftalmologoak;ophthalmologist;眼科医生
healthcare;optometrist;optometris;optometrist;optikko;optometrista;օպտոմետրիթ;অপ্টোমেট্রিস্ট;optometrist;検眼専門医;검안사;optometristin;optometrist;optometrist;optometrist;验光师
healthcare;otolaryngologist;ahli otolaryngolog;otolaryngologist;korvalääkärin;otolaryngologist;օտոլարինգոլոգ;ওটোল্যারিঙ্গোলজিস্ট;otolaryngologist;耳鼻咽喉科医;이비인후과 의사;kulak burun boğaz uzmanı;otolaryngologist;otolaryngologist;otolaryngologist;耳鼻喉科学医生
healthcare;healthcare chaplain;penjaga kesihatan;tervishoiu kaplan;terveydenhuollon kapteeni;egészségügyi káplán;առողջապահական հոգեւորական;স্বাস্থ্যসেবা চ্যাপলিন;स्वास्थ्य सेवा chaplain;ヘルスケア牧師;의료 군목;sağlık papazı;ilera alakoso ilera;osasun-kapera;mwalimu wa huduma za afya;医疗保健牧师
healthcare;pulmonologist;pulmonologist;pulmonoloog;pulmonologist;tüdőgyógyász;թոքաբանը;পালমোনোলজিস্ট;pulmonologist;肺医;폐병 학자;pulmonologist;olutọlọgbẹ;pneumologoa;pulmonologist;呼吸科
healthcare;pulmonology fellow;kawan pulmonologi;pulmonoloogia kolleeg;pulmonologinen mies;pulmonológiai fickó;թոքախտաբանը;পালমোহনল্য সহকর্মী;पुल्मनोलोजी साथी;肺気腫研究員;폐병 학자;pulmonoloji uzmanı;ẹlẹgbẹ elemọlẹ;pneumologiako ikaskidea;pulmonology wenzake;肺科学家
healthcare;registered respiratory therapist;terapi pernafasan berdaftar;registreeritud respiratoorne terapeut;rekisteröidyn hengitys terapeutti;regisztrált légzőkészítő;գրանցված շնչառական թերապեւտ;নিবন্ধিত শ্বাসযন্ত্রের থেরাপিস্ট;दर्ता गरिएको श्वसन चिकित्सक;登録呼吸療法士;등록 된 호흡 치료사;kayıtlı solunum terapisti;atilẹgun apanilara ti atẹgun ti a fi silẹ;erregistratutako arnas terapeuta;mtaalamu wa kupumua;注册呼吸治疗师
healthcare;certified respiratory therapist;terapi pernafasan yang disahkan;sertifitseeritud hingamisterapeut;sertifioitu hengitys terapeutti;tanúsított légzőterápia;սերտիֆիկացված շնչառական թերապեւտ;প্রত্যয়িত শ্বাসযন্ত্রের থেরাপিস্ট;प्रमाणित श्वसन चिकित्सक;認定呼吸療法士;공인 된 호흡 치료사;sertifikalı solunum terapisti;ti itọju apọju itọju ti atẹgun ti a fọwọsi;ziurtatutako arnas terapeuta;kuthibitishwa mtaalamu wa kupumua;经过认证的呼吸治疗师
healthcare;general practitioner;pengamal am;perearst;yleislääkäri;általános orvos;ընդհանուր պրակտիկանտ;সাধারণ অনুশীলনকারী;सामान्य चिकित्सक;一般開業医;일반 개업의;pratisyen;oṣiṣẹ gbogbogbo;mediku orokorra;mkuu wa wataalamu;全科医生
healthcare;family practice physician;doktor amalan keluarga;perepraktika arst;perhekäytännön lääkäri;családi gyakorlat orvos;ընտանեկան պրակտիկ բժիշկ;পারিবারিক অনুশীলন চিকিত্সক;परिवार अभ्यास चिकित्सक;家族練習医師;가정의 주치의;aile hekimliği doktoru;iwa-ẹbi ẹbi;familia praktika medikua;daktari wa mazoezi ya familia;家庭执业医师
healthcare;internist;internis;internist;sisätautilääkäri;belgyógyász;բժիշկ;ইন্টারনাল মেডিসিন বিশেষজ্ঞ;आन्तरिक;内部主義者;내과 의사;dahiliyeci;oniṣẹṣẹ;internist;internist;内科医生
healthcare;family nurse practitioner;pengamal jururawat keluarga;pereõe praktik;perhehoitajan harjoittaja;családi ápolói szakember;ընտանեկան բուժքույր պրակտիկանտ;পরিবার নার্স অনুশীলনকারী;परिवार नर्स चिकित्सक;家族の看護師;가족 간호사 종사자;aile hemşiresi uygulayıcısı;nọsọ ọmọ obi;familiaren erizaina;mwuguzi wa familia;家庭护士从业人员
healthcare;physician assistant;pembantu doktor;arsti assistent;lääkärin apulainen;orvosasszisztens;բժիշկ օգնական;চিকিত্সক সহকারী;चिकित्सक सहायक;医師アシスタント;의사 조수;doktor asistanı;iranlọwọ alakoso;mediku laguntzailea;msaidizi wa daktari;医师助理
healthcare;pharmacist;ahli farmasi;apteeker;farmaseutti;gyógyszerész;դեղագործ;কম্পউণ্ডার;फार्मासिस्ट;薬剤師;제약사;eczacı;alaisan;botikari;mfamasia;药剂师
healthcare;neonatalologist;ahli neonatologi;neonatoloog;neonatalogin;neonatológus;նեոնատոլոգ;neonatologist;नवजातविज्ञानी;新生児学者;신생아 학자;neonatalog;neonatologist;neonatologoa;neonatologist;新生儿
healthcare;pediatrician;pakar pediatrik;lastearst;lastenlääkäri;gyermekorvos;մանկաբույժ;শিশুরোগ বিশেষজ্ঞ;बाल रोग;小児科医;소아과 의사;çocuk doktoru;pediatrician;pediatra;daktari wa watoto;儿科医师
healthcare;neonatal nurse practitioner;pengamal jururawat neonatal;vastsündinu meditsiiniõde;vastasyntyneen sairaanhoitaja;újszülött nővér szakember;նորածին բուժքույր պրակտիկանտ;নবজাতক নার্স অনুশীলনকারী;नवजात नर्स चिकित्सक;新生児看護師;신생아 간호사의 개업;neonatal hemşire uygulayıcısı;oniṣẹ nọọsi tuntun;haurtzaindiko erizaina;muuguzi wa uzazi wa uzazi;新生儿护士从业者
healthcare;pediatric physician assistant;pembantu doktor pediatrik;lastearst abiline;pediatrian lääkärin avustaja;gyermekgyógyász asszisztens;մանկական բժիշկ օգնական;পেডিয়াট্রিক চিকিত্সক সহকারী;बाल चिकित्सक सहायक;小児医師アシスタント;소아과 의사 조수;çocuk doktor asistanı;paediatric oluwosan alakoso;mediku pediatriako laguntzailea;msaidizi wa daktari wa watoto;小儿科医师助理
healthcare;pediatric nurse practitioner;pengamal jururawat kanak-kanak;lapsehoidja meditsiiniõde;pediatrinen sairaanhoitaja;gyermekgyógyász szakember;մանկաբուժական բուժքույր պրակտիկանտ;পেডিয়াট্রিক নার্স বৃত্তি;बाल चिकित्सा नर्स चिकित्सक;小児科の看護師;소아과 간호사;çocuk hemşiresi uygulayıcısı;onisẹ ọmọọwẹ ọmọ inu oyun;erizain pediatriako praktikatzaile;muuguzi wa watoto;小儿科护士从业人员
healthcare;pediatric nurse;jururawat kanak-kanak;lapsehoidja;pediatrinen sairaanhoitaja;gyermekgyógyász;մանկաբուժական բուժքույր;পেডিয়াট্রিক নার্স;बालिका नर्स;小児看護師;소아과 간호사;pediatri hemşiresi;nọọsi ọmọ inu oyun;erizain pediatrikoa;muuguzi wa watoto;小儿科护士
healthcare;pediatric respiratory therapist;terapi pernafasan pediatrik;pediaatriline hingamisteede raviarst;pediatrinen hengityselimiä;gyermekgyógyászati ​​légzőkészítő;մանկական շնչառական թերապեւտ;পেডিয়াট্রিক শ্বাসযন্ত্রের থেরাপিস্ট;बाल श्वसन चिकित्सक;小児呼吸療法士;소아 호흡 치료사;pediatrik solunum terapisti;pediatric respiratory therapist;terapia pediatriko arnastikoa;mtaalamu wa upumuaji wa watoto;小儿呼吸治疗师
healthcare;podiatric surgeon;pakar bedah podiatrik;podiaatri kirurg;jalkaterapeutin kirurgi;pajzsmirigy sebész;podiatric վիրաբույժ;পোডট্রিক সার্জন;पोडियट्रिक सर्जन;足病院外科医;발 전문의;podiatrik cerrah;adẹtẹ alabọde;podiatrikako zirujau;upasuaji wa podiatria;足外科医生
healthcare;doctor of podiatric medicine;doktor perubatan podiatrik;podiaatrilise meditsiiniarst;jalkaterapeutin lääkäri;orvosok orvosa;podiatric բժշկի բժիշկ;ঔষধের ঔষধের ডাক্তার;podiatric दबाइको डाक्टर;小児科医;병동의 의사;podiatrik tıp doktoru;dokita ti oogun igbaduro;medikuntza podiatrikoko medikua;daktari wa dawa za podiatric;足病医生
healthcare;podiatrist;podiatrist;podiatrist;jalkaterapeutti;podiatrist;podiatrist;পডিয়াট্রিস্ট;podiatrist;足病院;발 전문의;ayak hastalıkları uzmanı;podiatrist;podologoen;mpiganaji;足科医生
healthcare;assistant podiatrist;pembantu podiatrist;assistent podiatrist;avustava podiatristi;asszisztens pletykák;օգնական podiatrist;সহকারী পডিয়াট্রিক;सहायक पोडियस्ट्रिस्ट;助手の足部;조산의 부교수;yardımcı podyatrist;olùrànlọwọ podiatrist;podiatrist laguntzailea;msaidizi wa podiatrist;助理足科医生
healthcare;psychiatrist;psikiatri;psühhiaater;psykiatri;pszichiáter;հոգեբույժ;সাইকোলজিস্ট;मनोचिकित्सक;精神科医;정신과 의사;psikiyatrist;psychiatrist;psikiatra;mtaalamu wa upasuaji wa akili;心理医生
healthcare;psychologist;ahli psikologi;psühholoog;psykologi;pszichológus;հոգեբան;মনস্তত্ত্বিক;मनोवैज्ञानिक;心理学者;심리학자;psikolog;onisẹpọ ọkan;psikologo;mwanasaikolojia;心理学家
healthcare;psychiatric nurse practitioner;pengamal jururawat psikiatri;psühhiaatrilise õe praktik;psykiatrinen sairaanhoitaja;pszichiátriai ápolói szakember;հոգեբուժական բուժքույր պրակտիկանտ;মানসিক নার্স অনুশীলনকারী;मनोचिकित्सा नर्स चिकित्सक;精神科看護師;정신과 간호사;psikiyatri hemşiresinin uygulayıcısı;onisegun nipasẹ psychiatric;erizain psikiatrikoak;muuguzi wa magonjwa ya akili;精神科护士从业人员
healthcare;mental health nurse practitioner;pengamal jururawat kesihatan mental;vaimse tervise õde praktik;mielenterveydenhoitajahoidon ammattilainen;mentális egészségügyi nővér szakember;հոգեկան առողջության բուժքույր պրակտիկանտ;মানসিক স্বাস্থ্য পরিচর্যা;मानसिक स्वास्थ्य नर्स चिकित्सक;精神保健師の開業医;정신 건강 간호사 종사자;zihinsel sağlık hemşiresinin uygulayıcısı;oṣedẹ alaafia ilera ọjọgbọn;osasun mentala erizain medikua;daktari wa afya ya afya;精神健康护士从业人员
healthcare;orthopedic physician;doktor ortopedik;ortopeediline arst;ortopedinen lääkäri;ortopéd orvos;օրթոպեդիկ բժիշկ;অস্থির চিকিত্সাকারী চিকিৎসক;आर्थोपेडिक चिकित्सक;整形外科医;정형 외과 의사;ortopedik doktor;oniwosan alawosan;medikuntza ortopedikoa;daktari wa mifupa;整形外科医师
healthcare;sport psychologist;psikologi sukan;spordi psühholoog;urheilupsykologi;sportpszichológus;սպորտային հոգեբան;খেলাধুলা মনস্তত্ত্ববিদ;खेल मनोवैज्ञानिक;スポーツ心理学者;스포츠 심리학자;spor psikolojisi uzmanı;oṣiṣẹ onisẹpo-akọọlẹ idaraya;kirol psikologoa;mwanasaikolojia wa michezo;运动心理学家
healthcare;physical therapist;ahli terapi fizikal;füsioterapeut;fysioterapeutti;gyógytornász;ֆիզիկական թերապիստ;শারীরিক থেরাপিস্ট;शारीरिक चिकित्सक;理学療法士;물리 치료사;fizyoterapist;alaisan itọju ara;terapeuta fisikoa;mtaalamu wa kimwili;物理治疗师
healthcare;occupational therapist;ahli terapi pekerjaan;tööterapeut;toimintaterapeutti;foglalkozási terapeuta;մասնագիտական ​​թերապեւտ;পেশাগত থেরাপিস্ট;व्यावसायिक चिकित्सक;作業療法士;작업 치료사;mesleki terapist;iṣẹ onimọwosan iṣe iṣe;laneko terapeuta;mtaalamu wa kazi;职业治疗师
