POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	02014972	0.25	0.5	overawed#1	overcome by a feeling of awe
a	02015055	0	0.125	unawed#1	not awed
a	02015134	0.5	0.375	awless#1 aweless#1	devoid of any feeling of awe or reverence
a	02015238	0	0	revolutionary#4	advocating or engaged in revolution; "revolutionary pamphlets"; "a revolutionary junta"
a	02015403	0	0.625	counterrevolutionary#2	marked by opposition or antipathy to revolution; "ostracized for his counterrevolutionary tendencies"
a	02015571	0	0	rewarding#1	providing personal satisfaction; "a rewarding career as a paramedic"
a	02015767	0.125	0	bountied#1	rewarded or able to be rewarded by a bounty; "a bountied animal pelt"
a	02015891	0.375	0	rewardful#1	offering or productive of reward; "rewardful pursuits"
a	02016001	0	0.25	unrewarding#1	not rewarding; not providing personal satisfaction
a	02016145	0.125	0.625	ungratifying#1 unappreciated#1 thankless#2	not likely to be rewarded; "grading papers is a thankless task"
a	02016295	0	0.625	profitless#1	without profit or reward; "let us have no part in profitless quarrels"- D.D.Eisenhower; "How weary, flat, stale, and unprofitable / Seem to me all the uses of this world"- Shakespeare
a	02016535	0.125	0.125	rhetorical#2	given to rhetoric, emphasizing style at the expense of thought; "mere rhetorical frippery"
a	02016881	0	0.25	turgid#1 tumid#1 orotund#1 large#3 declamatory#1 bombastic#1	ostentatiously lofty in style; "a man given to large talk"; "tumid political prose"
a	02017141	0.375	0.125	ornate#1 flowery#2	marked by elaborate rhetoric and elaborated with decorative details; "a flowery speech"; "ornate rhetoric taught out of the rule of Plato"-John Milton
a	02017372	0	0.25	purple#2 over-embellished#1 empurpled#1	excessively elaborate or showily expressed; "a writer of empurpled literature"; "many purple passages"; "an over-embellished story of the fish that got away"
a	02017613	0	0.25	forensic#1	of, relating to, or used in public debate or argument
a	02017721	0.375	0.25	tall#2 magniloquent#1 grandiloquent#1	lofty in style; "he engages in so much tall talk, one never really realizes what he is saying"
a	02017933	0	0.125	oratorical#1	characteristic of an orator or oratory; "oratorical prose"; "harangued his men in an oratorical way"- Robert Graves
a	02018141	0	0	poetical#2 poetic#4	characteristic of or befitting poetry; "poetic diction"
a	02018296	0	0	stylistic#1	of or relating to style (especially in the use of language); "stylistic devices"
a	02018486	0.125	0.125	unrhetorical#1	not rhetorical
a	02018649	0.25	0.5	prosaic#1 matter-of-fact#1	not fanciful or imaginative; "local guides describe the history of various places in matter-of-fact tones"; "a prosaic and unimaginative essay"
a	02018899	0	0	plainspoken#1	using simple and direct language; "a plainspoken country doctor"
a	02019021	0	0.5	rhythmical#1 rhythmic#1	recurring with measured regularity; "the rhythmic chiming of church bells"- John Galsworthy; "rhythmical prose"
a	02019470	0	0	adonic#2	having a rhythm consisting of a dactyl followed by a spondee or a trochee; "the verse of the laments is Adonic"
a	02019635	0	0.375	cadent#1 cadenced#1	marked by a rhythmical cadence; "the cadenced crunch of marching feet"
a	02019805	0.75	0	danceable#1	suitable for dancing
a	02019881	0	0.25	jazzy#1	resembling jazz (especially in its rhythm)
a	02020011	0.25	0.5	tripping#1 swingy#1 swinging#1 lilting#1	characterized by a buoyant rhythm; "an easy lilting stride"; "the flute broke into a light lilting air"; "a swinging pace"; "a graceful swingy walk"; "a tripping singing measure"
a	02020310	0	0	metrical#2 metric#2 measured#2	the rhythmic arrangement of syllables
a	02020495	0	0.125	sapphic#1	a meter used by Sappho and named after her
a	02020609	0	0.125	singsong#1 intoned#1 chantlike#1	uttered in a monotonous cadence or rhythm as in chanting; "their chantlike intoned prayers"; "a singsong manner of speaking"
a	02020810	0	0.25	syncopated#1	stressing a normally weak beat
a	02020897	0	0.125	throbbing#1	pounding or beating strongly or violently; "a throbbing pain"; "the throbbing engine of the boat"
a	02021050	0	0.75	unrhythmical#1 unrhythmic#1	not rhythmic; irregular in beat or accent
a	02021235	0	0.5	arrhythmical#1 arrhythmic#2	without regard for rhythm
a	02021332	0	0.625	nonrhythmic#1	deliberately not rhythmic
a	02021415	0	0.125	unmeasured#2	not composed of measured syllables; not metrical; "unmeasured prose"
a	02021540	0	0	ribbed#1	furnished or strengthened with ribs
a	02021664	0	0	costate#2	having ribs
a	02021748	0	0.25	riblike#1	resembling a rib
a	02021818	0	0.5	ribless#1	having no ribs or no visible ribs
a	02021905	0	0	rich#1	possessing material wealth; "her father is extremely rich"; "many fond hopes are pinned on rich uncles"
a	02022167	0	0.25	wealthy#1 moneyed#2 loaded#4 flush#2 affluent#1	having an abundant supply of money or possessions of value; "an affluent banker"; "a speculator flush with cash"; "not merely rich but loaded"; "moneyed aristocrats"; "wealthy corporations"
a	02022556	0.75	0	well-to-do#1 well-situated#1 well-off#1 well-heeled#1 well-fixed#1 prosperous#1 easy#7 comfortable#5	in fortunate circumstances financially; moderately rich; "they were comfortable or even wealthy by some standards"; "easy living"; "a prosperous family"; "his family is well-situated financially"; "well-to-do members of the community"
a	02022953	0	0	poor#2	having little money or few possessions; "deplored the gap between rich and poor countries"; "the proverbial poor artist living in a garret"
a	02023287	0	0.375	stony-broke#1 stone-broke#1 skint#1 bust#1 broke#1	lacking funds; "`skint' is a British slang term"
a	02023430	0.222	0.778	poverty-stricken#1 needy#1 necessitous#1 indigent#1 impoverished#1 destitute#1	poor enough to need help from others
a	02023661	0	0.75	pinched#3 penurious#1 penniless#1 in_straitened_circumstances#1 impecunious#1 hard_up#1	not having enough money to pay for necessities
a	02023914	0	0.5	moneyless#2	having no money; "virtually moneyless rural regions"
a	02024022	0	0.625	unprovided_for#1	without income or means; "left his family unprovided for"
a	02024143	0.25	0	rich#2	having an abundant supply of desirable qualities or substances (especially natural resources); "blessed with a land rich in minerals"; "rich in ideas"; "rich with cultural interest"
a	02024411	0	0.5	poor#4	lacking in specific resources, qualities or substances; "a poor land"; "the area was poor in timber and coal"; "food poor in nutritive value"
a	02024658	0.125	0.625	resourceless#1	lacking or deficient in natural resources
a	02024758	0.375	0.375	rich#8	suggestive of or characterized by great expense; "a rich display"
a	02024928	0.75	0	sumptuous#1 princely#1 opulent#1 luxurious#2 grand#3 gilded#3 deluxe#1	rich and superior in quality; "a princely sum"; "gilded dining rooms"
a	02025274	0.375	0.5	plushy#2 plush#1 lush#2 lucullan#1 lavish#2	characterized by extravagance and profusion; "a lavish buffet"; "a lucullan feast"
a	02025498	0	0.125	poor#3	characterized by or indicating poverty; "the country had a poor economy"; "they lived in the poor section of town"
a	02025718	0	0.75	mean#5 beggarly#1	marked by poverty befitting a beggar; "a beggarly existence in the slums"; "a mean hut"
a	02025885	0	0.625	slummy#1	(of housing or residential areas) indicative of poverty; "a slummy part of town"; "slum conditions"
a	02026055	0	0.125	monied#1 moneyed#1	based on or arising from the possession of money or wealth; "moneyed interests"
a	02026197	0	0.75	moneyless#1	not based on the possession of money; "a moneyless economy"
a	02026312	0.375	0	solvent#1	capable of meeting financial obligations
a	02026442	0	0.75	insolvent#1	unable to meet or discharge financial obligations; "an insolvent person"; "an insolvent estate"
a	02026629	0.5	0.25	belly-up#1 bankrupt#1	financially ruined; "a bankrupt company"; "the company went belly-up"
a	02026785	0	0	rich#7	high in mineral content; having a high proportion of fuel to air; "a rich vein of copper", "a rich gas mixture"
a	02027003	0	0.125	lean#2	lacking in mineral content or combustible material; "lean ore"; "lean fuel"
a	02027147	0.25	0	rimmed#1	having a rim or a rim of a specified kind; "do you wear rimmed or rimless glasses?"
a	02027319	0	0	horn-rimmed#1	having the frame made of horn or tortoise shell or plastic that simulates either; "horn-rimmed glasses"
a	02027480	0.125	0	red-rimmed#1	rimmed with red; "your red-rimmed eyes reveal that you have been crying"
a	02027609	0	0.125	rimless#1	lacking a rim or frame; "rimless glasses"
a	02027704	0	0	handed#1	having or involving the use of hands; "a handed, tree-living animal"; "a four-handed card game"
a	02027906	0	0	one-handed#1	having or using a single hand; "one-handed golfers"; "a one-handed backetball shot"
a	02028046	0	0	two-handed#2 bimanual#1	requiring two hands or designed for two people; "a two-handed sledgehammer"; "a two-handed crosscut saw"; "a machine designed for bimanual operation"
a	02028263	0.125	0.5	handless#1	without a hand or hands; "a handless war veteran"
a	02028367	0	0	handled#1	having a usually specified type of handle; "pearl-handled revolver"
a	02028488	0	0	handleless#1	having no handle; "sleek cabinets with apparently handleless doors"
a	02028612	0	0	right-handed#1	using or intended for the right hand; "a right-handed batter"; "right-handed scissors"
a	02028865	0	0	dextral#2	preferring to use right foot or hand or eye; "dextral individuals exhibit dominance of the right hand and eye"
a	02029047	0	0	right-hand#2 right#9	intended for the right hand; "a right-hand glove"
a	02029167	0	0	left-handed#1	using or intended for the left hand; "left-handed golfers need left-handed clubs"; "left-handed scissors"
a	02029438	0	0	left-hand#1 left#3	intended for the left hand; "I rarely lose a left-hand glove"
a	02029568	0	0	sinistral#2	preferring to use left foot or hand or eye; "sinistral individuals exhibit dominance of the left hand and eye"
a	02029752	0.125	0	two-handed#1 ambidextrous#1	equally skillful with each hand; "an ambidextrous surgeon"
a	02029954	0	0.25	equipoised#1	lacking lateral dominance; being neither right-handed nor left-handed
a	02030080	0	0	right#7	of or belonging to the political or intellectual right
a	02030312	0	0.5	conservative#2	having social or political views favoring conservatism
a	02030425	0	0	oldline#1 old-line#1	adhering to conservative or reactionary principles; "an oldline senator"
a	02030562	0	0.5	reactionist#1 reactionary#1 far-right#1	extremely conservative
a	02030704	0.125	0.375	rightish#1	tending toward the political right
a	02030793	0	0	rightist#1 right-wing#1	believing in or supporting tenets of the political right
a	02030935	0	0	left#4	of or belonging to the political or intellectual left
a	02031165	0.5	0.375	far_left#1	radical or extremely liberal
a	02031248	0.25	0.125	leftish#1	tending toward the political left
a	02031335	0	0	leftist#1 left-wing#1 left-of-center#1	believing in or supporting tenets of the political left
a	02031473	0	0	liberal#2	having political or social views favoring reform and progress
a	02031624	0	0	center#2	of or belonging to neither the right nor the left politically or intellectually
a	02031810	0.125	0	middle-of-the-road#1 centrist#1	supporting or pursuing a course of action that is neither liberal nor conservative
a	02031986	0	0	right#1	being or located on or directed toward the side of the body to the east when facing north; "my right hand"; "right center field"; "a right-hand turn"; "the right bank of a river is the bank on your right side when you are facing downstream"
a	02032386	0	0	far#3	being the animal or vehicle on the right or being on the right side of an animal or vehicle; "the horse on the right is the far horse"; "the right side is the far side of the horse"
a	02032617	0.25	0.125	rightmost#1	farthest to the right; "in the rightmost line of traffic"
a	02032730	0	0	right-hand#1	located on or directed toward the right; "a right-hand turn"
a	02032850	0	0	starboard#1	located on the right side of a ship or aircraft
a	02032953	0	0	left#1	being or located on or directed toward the side of the body to the west when facing north; "my left hand"; "left center field"; "the left bank of a river is bank on your left side when you are facing downstream"
a	02033323	0	0	left-hand#2	located on or directed toward the left; "a car with left-hand drive"
a	02033450	0	0	leftmost#1	farthest to the left; "the leftmost non-zero digit"
a	02033556	0	0	nigh#2 near#2	being on the left side; "the near or nigh horse is the one on the left"; "the animal's left side is its near or nigh side"
a	02033742	0	0	port#1 larboard#1	located on the left side of a ship or aircraft
a	02033868	0	0	horned#1	having a horn or horns or hornlike parts or horns of a particular kind; "horned viper"; "great horned owl"; "the unicorn--a mythical horned beast"; "long-horned cattle"
a	02034179	0	0	antlered#1	having antlers
a	02034248	0	0.125	antler-like#1	resembling antlers
a	02034324	0	0	bicornuous#1 bicornuate#1 bicorned#1 bicornate#1 bicorn#1	having two horns or horn-shaped parts; "a bicornuate uterus"
a	02034504	0	0.125	hollow-horned#1	having horns that are hollow
a	02034592	0.125	0	horny#2	having horns or hornlike projections; "horny coral"; "horny (or horned) frog"
a	02034739	0	0	hornless#1	having no horns; "hornless cattle"
a	02034828	0.5	0.25	right#4	in conformance with justice or law or morality; "do the right thing and confess"
a	02035086	0.75	0.25	honourable#2 honorable#3 ethical#3	adhering to ethical and moral principles; "it seems ethical and right"; "followed the only honorable course of action"
a	02035337	0.125	0.75	wrong#2	contrary to conscience or morality or law; "it is wrong for the rich to take advantage of the poor"; "cheating is wrong"; "it is wrong to lie"
a	02035765	0	0.875	vicious#3 reprehensible#1 deplorable#3 criminal#1 condemnable#1	bringing or deserving severe rebuke or censure; "a criminal waste of talent"; "a deplorable act of violence"; "adultery is as reprehensible for a husband as for a wife"
a	02036077	0.222	0.778	immoral#2 base#4	not adhering to ethical or moral principles; "base and unpatriotic motives"; "a base, degrading way of life"; "cheating is dishonorable"; "they considered colonialism immoral"; "unethical practices in handling public funds"
a	02036397	0.25	0.625	mistaken#1 misguided#2	wrong in e.g. opinion or judgment; "well-meaning but misguided teachers"; "a mistaken belief"; "mistaken identity"
a	02036578	0.875	0	righteous#1	characterized by or proceeding from accepted standards of morality or justice; "the...prayer of a righteous man availeth much"- James 5:16
a	02036934	0.75	0	upright#2 just#4 good#7	of moral excellence; "a genuinely good person"; "a just cause"; "an upright and respectable man"
a	02037152	0.625	0.125	sound#7	free from moral defect; "a man of sound character"
a	02037272	0.375	0.625	unrighteous#1	not righteous; "an unrighteous man"; "an unrighteous law"
a	02037531	0	0.25	wicked#2 unholy#3 sinful#2	having committed unrighteous acts; "a sinful person"
a	02037708	0	0.375	robust#1	sturdy and strong in form, constitution, or construction; "a robust body"; "a robust perennial"
a	02038126	0	0	strapping#1 husky#1 burly#1 buirdly#1 beefy#1	muscular and heavily built; "a beefy wrestler"; "had a tall burly frame"; "clothing sizes for husky boys"; "a strapping boy of eighteen"; "`buirdly' is a Scottish term"
a	02038421	0	0	big-boned#1	having a bone structure that is massive in contrast with the surrounding flesh
a	02038555	0.5	0	chesty#1 big-chested#1	marked by a large or well-developed chest; "he was big-chested, big-shouldered and heavy-armed"
a	02038735	0.25	0	square-shouldered#1 broad-shouldered#1 big-shouldered#1	having broad shoulders; "big-shouldered and heavy-armed"
a	02038891	0.5	0.5	iron#1 cast-iron#1	extremely robust; "an iron constitution"
a	02038994	0.5	0.25	sturdy#1 stout#3 stalwart#1 hardy#1	having rugged physical strength; inured to fatigue or hardships; "hardy explorers of northern Canada"; "proud of her tall stalwart son"; "stout seamen"; "sturdy young athletes"
a	02039304	0	0	hardy#2	able to survive under unfavorable weather conditions; "strawberries are hardy and easy to grow"; "camels are tough and hardy creatures"
a	02039491	0	0.5	half-hardy#1	(of plants) requiring protection from frost; "half-hardy annuals"
a	02039632	0.125	0	heavy-armed#1	having massive arms; "he was big-chested, big-shouldered and heavy-armed"
a	02039763	0.25	0	square-built#1	broad and solidly built
a	02039845	0.5	0	vigorous#2	strong and active physically or mentally; "a vigorous old man who spent half of his day on horseback"- W.H.Hudson
a	02040049	0	0.625	frail#1	physically weak; "an invalid's frail body"
a	02040233	0.375	0.375	weakly#1 weak#7 sapless#1 rickety#3 infirm#1 feeble#3 decrepit#2 debile#1	lacking bodily or muscular strength or vitality; "a feeble old woman"; "her body looked sapless"
a	02040519	0	0	light-boned#1	having a bone structure that is light with respect to the surrounding flesh
a	02040652	0.25	0	round#1 circular#1	having a circular shape
a	02041134	0.125	0	apple-shaped#1	having the general shape of an apple
a	02041229	0.125	0	spherical#2 spheric#1 orbicular#2 globular#1 globose#1 global#2 ball-shaped#1	having the shape of a sphere or ball; "a spherical object"; "nearly orbicular in shape"; "little globular houses like mud-wasp nests"- Zane Grey
a	02041711	0.125	0	barrel-shaped#1	having the general shape of a barrel
a	02041807	0	0	bulbous#1 bulblike#1 bulb-shaped#1	shaped like a bulb
a	02041940	0.25	0	capitate#1	being abruptly enlarged and globose at the tip
a	02042078	0.125	0	coccoid#1	spherical; like a coccus; "a coccoid microorganism"
a	02042183	0.125	0	cumuliform#1	shaped like a cumulus cloud
a	02042267	0.25	0	disklike#1 disk-shaped#1 discoidal#1 discoid#1 disclike#1 disc-shaped#1	having a flat circular shape
a	02042411	0	0	goblet-shaped#1	resembling the shape of a goblet
a	02042503	0.25	0	moonlike#1 moon-round#1	resembling the moon in shape
a	02042599	0.25	0	nutlike#2	resembling a nut in shape and size
a	02042687	0	0.25	pancake-like#1	resembling a pancake in shape
a	02042775	0.125	0	pear-shaped#1	having a round shape tapered at one end
a	02042872	0.125	0	pinwheel-shaped#1	having the round shape of a pinwheel
a	02042970	0.125	0	ringlike#1	having the shape of a ring
a	02043051	0	0	roundish#1	somewhat round in appearance or form
a	02043142	0.125	0	wheel-like#1	round like a wheel
a	02043217	0	0	square#1	having four equal sides and four right angles or forming a right angle; "a square peg in a round hole"; "a square corner"
a	02043499	0.125	0	quadrate#1	having four sides and four angles
a	02043587	0	0	right-angled#1	forming a right angle or containing one or more right angles; "a right-angled bend"
a	02043729	0.125	0	squared#1	having been made square
a	02043806	0	0	squarish#1	somewhat square in appearance or form
a	02043898	0.25	0	rounded#1	curving and somewhat round in shape rather than jagged; "low rounded hills"; "rounded shoulders"
a	02044642	0.125	0	sausage-shaped#1 allantoid#1	shaped like a sausage
a	02044736	0.125	0	amygdaloidal#1 amygdaloid#1 amygdaliform#1 almond-shaped#1	shaped like an almond
a	02044860	0	0	ringed#1 ring-shaped#1 doughnut-shaped#1 circinate#1 annulated#1 annulate#1 annular#1	shaped like a ring
a	02045008	0.375	0	aspherical#1 aspheric#1	varying slightly from a perfectly spherical shape
a	02045144	0.25	0	ear-shaped#1 ear-like#1 auriform#1	having a shape resembling an ear
a	02045255	0.125	0	bean-shaped#1	having a shape resembling a bean
a	02045345	0	0	bowfront#1	having an outward curving front; "a bowfront dresser"; "a bowfront house"
a	02045473	0.25	0	semilunar#1 lunate#1 crescent-shaped#1 crescent#1	resembling the new moon in shape
a	02045620	0	0.125	cycloidal#1 cycloid#1	resembling a circle
a	02045723	0	0	cylindrical#1 cylindric#1	having the form of a cylinder
a	02045894	0.125	0	disciform#1	having a round or oval shape like a disc; "a disciform skin lesion"
a	02046017	0.25	0	vaulted#1 domed#1	having a hemispherical vault or dome
a	02046115	0.125	0	dome-shaped#1	having the shape of a dome
a	02046199	0.125	0	prolate#2 ovoid#1 oviform#1 ovate#2 oval-shaped#1 oval#1 elliptical#1 elliptic#2 egg-shaped#1	rounded like an egg
a	02046446	0	0	spheroidal#1 ellipsoidal#1 ellipsoid#1	having the nature or shape of an ellipsoid
a	02046625	0.25	0	hyperboloidal#1	having the shape of a hyperboloid
a	02046736	0	0	tongue-shaped#1 lingulate#1	shaped like a tongue
a	02046828	0.25	0.25	olivelike#1 olive-like#1	resembling an olive
a	02046916	0	0	parabolical#2 parabolic#2	having the form of a parabola
a	02047051	0.25	0	paraboloidal#1	having the shape of a paraboloid
a	02047160	0	0	pillar-shaped#1	shaped like a cylindrical pillar
a	02047252	0	0	pineal#2	having the form of a pine cone
a	02047335	0.25	0	plumlike#1	resembling a plum fruit
a	02047413	0	0.125	rodlike#1 rod-shaped#2	resembling a rod
a	02047496	0.25	0	rotund#1	spherical in shape
a	02047603	0	0	terete#1	especially of plant parts; cylindrical and tapering
a	02047726	0.25	0.125	umbrellalike#1	resembling an umbrella
a	02047807	0.375	0	angulate#1 angular#2	having angles or an angular shape
a	02048247	0	0	angled#1	forming or set at an angle; "angled parking"
a	02048344	0	0	star-shaped#1 asteroid#1	shaped like a star
a	02048449	0.125	0	bicuspidate#1 bicuspid#1	having two cusps or points (especially a molar tooth); "bicuspid teeth"; "bicuspid leaves"
a	02048626	0.125	0	cuspidated#1 cuspidate#1 cuspidal#1 cusped#1 cuspated#1 cuspate#1	having cusps or points
a	02048794	0	0	equiangular#1	having all angles equal
a	02048875	0	0	isogonic#1	having or making equal angles
a	02048977	0.125	0	rectangular#1	having four right angles; "a rectangular figure twice as long as it is wide"
a	02049147	0.25	0	sharp-cornered#1 sharp-angled#1	having sharp corners
a	02049243	0	0	square-shaped#1	shaped like a square
a	02049323	0.25	0	three-cornered#1	having three corners; "a three-cornered hat"
a	02049428	0.25	0	triangular#1	having three angles; forming or shaped like a triangle; "a triangular figure"; "a triangular pyrimid has a triangle for a base"
a	02049648	0.125	0	tricuspidate#1 tricuspid#1	having three cusps or points (especially a molar tooth); "tricuspid molar"; "tricuspid valve"
a	02049812	0	0	unicuspid#1	having a single cusp or point; "a unicuspid tooth"
a	02049918	0.375	0	pumpkin-shaped#1 oblate#1	having the equatorial diameter greater than the polar diameter; being flattened at the poles
a	02050116	0.375	0	watermelon-shaped#1 prolate#1	having the polar diameter greater than the equatorial diameter; "a prolate spheroid is generated by revolving an ellipse about its major axis"
a	02050368	0	0	cucumber-shaped#1	shaped like a cucumber
a	02050452	0	0	rural#1	living in or characteristic of farming or country life; "rural people"; "large rural households"; "unpaved rural roads"; "an economy that is basically rural"
a	02050841	0	0	farming#1 agricultural#2 agrarian#1	relating to rural matters; "an agrarian (or agricultural) society"; "farming communities"
a	02051013	0	0	rustic#3 agrestic#1	characteristic of the fields or country; "agrestic simplicity"; "rustic stone walls"
a	02051179	0.125	0	pastoral#3 bucolic#1 arcadian#1	(used with regard to idealized country life) idyllically rustic; "a country life of arcadian contentment"; "a pleasant bucolic scene"; "charming in its pastoral setting"; "rustic tranquility"
a	02051500	0	0	campestral#1	of fields or open country; "living in campestral seclusion"
a	02051616	0	0	rustic#1 countryfied#1 countrified#1	characteristic of rural life; "countrified clothes"; "rustic awkwardness"
a	02051788	0.125	0.5	country-bred#1	rough and uncouth; "a country boy"
a	02051881	0	0	country-style#1	typical of the country; "country-style sausage"; "country music"
a	02052005	0	0	homespun#2 folksy#1 cracker-barrel#1	characteristic of country life; "cracker-barrel philosophy"; "folksy humor"; "the air of homespun country boys"
a	02052197	0	0.5	hobnailed#1	marked by the wearing of heavy boots studded with hobnails; "hobnailed laborers"
a	02052333	0	0	urban#2	located in or characteristic of a city or city life; "urban property owners"; "urban affairs"; "urban manners"
a	02052603	0	0	cityfied#1 city-bred#1 city-born#1 citified#1	being or having the customs or manners or dress of a city person
a	02052757	0	0.125	city-like#1	resembling a city
a	02052830	0	0	urbanized#1 urbanised#1	made urban in nature; taking on urban characteristics; "the urbanized Eastern states"
a	02052983	0	0	rusted#1	having accumulated rust; "rusted hinges"
a	02053094	0	0	rusty#1	covered with or consisting of rust; "a rusty machine"; "rusty deposits"
a	02053253	0	0	rustless#1	without rust
a	02053392	0.5	0	rust-free#1	free of rust
a	02053460	0	0.125	rustproofed#1 rustproof#1	treated against rusting
a	02053553	0	0.75	rust-resistant#1	resistant to rust
a	02053631	0	0	undersealed#1 undercoated#1	(of motor vehicles) having a coating of tar or other rustproof material applied to the underside
a	02053818	0	0	holy#1	belonging to or derived from or associated with a divine power
a	02054075	0.5	0	blessed#4 beatified#1	Roman Catholic; proclaimed one of the blessed and thus worthy of veneration
a	02054216	0.375	0	blessed#2	worthy of worship; "the Blessed Trinity"
a	02054310	0	0	sanctified#1 sacred#3 consecrated#2	made or declared or believed to be holy; devoted to a deity or some religious ceremony or use; "a consecrated church"; "the sacred mosque"; "sacred elephants"; "sacred bread and wine"; "sanctified wine"
a	02054610	0.375	0	sacred#4 hallowed#1	worthy of religious veneration; "the sacred name of Jesus"; "Jerusalem's hallowed soil"
a	02054779	0.125	0.5	unholy#1 unhallowed#1	not hallowed or consecrated
a	02054926	0.25	0.625	unsanctified#1 unconsecrated#1 profane#3	not holy because unconsecrated or impure or defiled
a	02055062	0	0	sacred#1	concerned with religion or religious purposes; "sacred texts"; "sacred rites"; "sacred music"
a	02055460	0	0	divine#4	devoted to or in the service or worship of a deity; "divine worship"; "divine liturgy"
a	02055617	0.25	0	unutterable#1 unspeakable#3 unnameable#1 ineffable#2	too sacred to be uttered; "the ineffable name of the Deity"
a	02055773	0.625	0	inspirational#1	imparting a divine influence on the mind and soul
a	02055900	0.25	0	sacrosanct#1 inviolate#2 inviolable#3	must be kept sacred
a	02056001	0.125	0	numinous#1	evincing the presence of a deity; "a numinous wood"; "the most numinous moment in the Mass"
a	02056165	0.125	0	quasi-religious#1	resembling something that is religious
a	02056265	0	0	spiritual#1 religious#1	concerned with sacred matters or religion or the church; "religious texts"; "a member of a religious order"; "lords temporal and spiritual"; "spiritual leaders"; "spiritual songs"
a	02056566	0.75	0	sublime#2 reverend#1	worthy of adoration or reverence
a	02056663	0	0	sacral#2	of or relating to sacred rites; "sacral laws"
a	02056761	0	0	tabu#1 taboo#2	forbidden to profane use especially in South Pacific islands
a	02056880	0	0.125	secular#3 profane#2	not concerned with or devoted to religion; "sacred and profane music"; "secular drama"; "secular architecture", "children being brought up in an entirely profane environment"
a	02057226	0	0.625	secular#5 lay#1 laic#1	characteristic of those who are not members of the clergy; "set his collar in laic rather than clerical position"; "the lay ministry"
a	02057444	0.375	0.5	profanatory#1	profaning or tending to desecrate
a	02057535	0.5	0.25	sadistic#1	deriving pleasure or sexual gratification from inflicting pain on another
a	02057681	0.5	0.125	masochistic#1	deriving pleasure or sexual gratification from being abused or dominated
a	02057829	0.375	0.375	safe#1	free from danger or the risk of harm; "a safe trip"; "you will be safe here"; "a safe place"; "a safe bet"
a	02058148	0.25	0.125	fail-safe#2	eliminating danger by compensating automatically for a failure or malfunction; "a fail-safe device in a nuclear weapon to deactivate it automatically in the event of accident"
a	02058379	0.625	0	off_the_hook#1	freed from danger or blame or obligation; "I let him off the hook with a mild reprimand"
a	02058529	0	0.375	unhazardous#1 riskless#1 risk-free#1	thought to be devoid of risk
a	02058656	0.5	0.375	unhurt#2 safe_and_sound#1	free from danger or injury; "the children were found safe and sound"
a	02058794	0	0.75	unsafe#2 dangerous#1	involving or causing danger or risk; liable to hurt or harm; "a dangerous criminal"; "a dangerous bridge"; "unemployment reached dangerous proportions"
a	02059280	0	0	breakneck#1	moving at very high speed; "a breakneck pace"
a	02059381	0	0.375	dodgy#1 dicey#1 chancy#1 chanceful#1	of uncertain outcome; especially fraught with risk; "an extremely dicey future on a brave new world of liquid nitrogen, tar, and smog"- New Yorker
a	02059626	0.125	0.625	desperate#3	(of persons) dangerously reckless or violent as from urgency or despair; "a desperate criminal"; "taken hostage of desperate men"
a	02059811	0.25	0.125	wild#8 risky#1 hazardous#1	involving risk or danger; "skydiving is a hazardous sport"; "extremely risky going out in the tide and fog"; "a wild financial scheme"
a	02060106	0	0	insidious#2	intended to entrap
a	02060198	0	0.25	mordacious#2	biting or given to biting; "they deliberately gave me a skittish and mordacious mount"
a	02060359	0	0.625	on_the_hook#1	caught in a difficult or dangerous situation; "there I was back on the hook"
a	02060496	0.125	0.625	touch-and-go#1 precarious#2 perilous#1 parlous#1	fraught with danger; "dangerous waters"; "a parlous journey on stormy seas"; "a perilous voyage across the Atlantic in a small boat"; "the precarious life of an undersea diver"; "dangerous surgery followed by a touch-and-go recovery"
a	02060912	0	0.5	suicidal#1 self-destructive#1	dangerous to yourself or your interests; "suicidal impulses"; "a suicidal corporate takeover strategy"; "a kamikaze pilot"
a	02061126	0	0.5	unreliable#3 treacherous#1	dangerously unstable and unpredictable; "treacherous winding roads"; "an unreliable trestle"
a	02061307	0.25	0	safe#3	having reached a base without being put out; "the runner was called safe when the baseman dropped the ball"
a	02061487	0	0.75	out#1	not allowed to continue to bat or run; "he was tagged out at second on a close play"; "he fanned out"
a	02061678	0	0	down#4	being put out by a strikeout; "two down in the bottom of the ninth"
a	02061799	0.5	0.375	saleable#1 salable#1	capable of being sold; fit for sale; "saleable at a low price"
a	02061998	0	0	marketable#1	being in demand by especially employers; "marketable skills"
a	02062133	0.25	0	vendible#1 vendable#1 sellable#1 merchantable#1 marketable#2	fit to be offered for sale; "marketable produce"
a	02062358	0	0.5	unsaleable#1 unsalable#1	impossible to sell
a	02062481	0	0.625	unmarketable#2	not capable of being sold
a	02062565	0.375	0.625	unvendible#1 unmerchantable#1 unmarketable#1	not fit for sale
a	02062670	0.25	0.25	same#2	closely similar or comparable in kind or quality or quantity or degree; "curtains the same color as the walls"; "two girls of the same age"; "mother and son have the same blue eyes"; "animals of the same species"; "the same rules as before"; "two boxes having the same dimensions"; "the same day next year"
a	02063279	0	0	assonant#1	having the same sound (especially the same vowel sound) occurring in successive stressed syllables; "note the assonant words and syllables in `tilting at windmills'"
